,corp_code,corp_name,corp_name_eng,stock_name,corp_code,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,phn_no,fax_no,induty_code,est_dt
678,00921475,(주)자비스,"XAVIS CO., Ltd.",자비스,00921475,230400,김형철,E,1358110080712,1358153554,"경기도 성남시 중원구 사기막골로 177, 619(상대원동, 금강하이테크밸리)",www.xavis.co.kr,031-740-3800,031-740-3801,271,20020406
679,01199985,미래에셋대우기업인수목적1호(주),"MIRAE ASSET DAEWOO SPECIAL  PURPOSE ACQUISITION 1 CO., LTD.",미래에셋대우기업인수목적1호,01199985,265480,장병태,E,1101116319142,5248700545,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,없음,02-3774-7171,02-3774-8399,661,20170215
680,00619020,세종머티리얼즈(주),"Sejong Materials Co., Ltd.",세종머티리얼즈,00619020,135270,성재복,E,1101111956973,1088121915,"경기도 안산시 단원구 성곡로 112 (성곡동, 반월공단 604블럭29롯트)",www.sejongmaterials.co.kr,031-491-1850,031-508-1864,242,20000429
681,01179839,신한제3호기업인수목적 주식회사,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",신한제3호기업인수목적,01179839,257730,김철식,E,1101116209103,2508700606,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층,,02-3772-4073,02-780-4186,661,20161020
682,01095397,줌인터넷(주),ZUM internet Corp.,줌인터넷,01095397,229480,김우승,E,1101114113273,1208740888,"서울특별시 서초구 반포대로 3, 7층 (서초동, 이스트빌딩)",www.zuminternet.com,02-583-4640,02-583-6018,63120,20090610
683,01051339,(주)한국비엔씨,BNC Korea Co. Ltd,한국비엔씨,01051339,226610,최완규,E,1348110143438,1248658215,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호",www.bnckorea.co.kr,070-7116-0059,053-592-0152,271,20070801
684,01113277,(주)인프라웨어테크놀러지,"INFRAWARE TECHNOLOGY, INC",인프라웨어테크놀러지,01113277,247300,엄태철,E,1101113676404,1098608147,서울특별시 금천구 가산디지털1로 19대륭테크노타운18차 20층,www.infrawaretech.com,02-6003-8800,02-535-0534,58222,20070510
685,01197428,한화에이스기업인수목적3호(주),"Hanwha Ace Special Purpose Acquisition 3rd Co., LTD.",한화에이스기업인수목적3호,01197428,264290,장승훈,E,1101116304911,3058800596,서울특별시 영등포구 여의대로 56 한화투자증권 10층,hanwha-ace-spac3.co.kr,02-3772-7762,,661,20170201
686,00252755,(주)씨앤케이인터내셔널,"CNK INTERNATIONAL CO., LTD",씨앤케이인터내셔널,00252755,039530,오덕균,E,1101110676811,2118606874,경상북도 의성군 다인면 가원농공길 92 -,www.cnkinternational.co.kr,02-764-7508,02-571-9510,06200,19900219
687,01181940,주식회사 아이엘사이언스,"IL SCIENCE CO.,LTD.",아이엘사이언스,01181940,122050,송성근,E,1311110221637,1298628128,경기도 성남시 중원구 마지로 123-1 아이엘밸리,www.ilscience.co.kr/ko/,031-757-5100,031-624-5097,28422,20081126
688,00580180,(주)포인트엔지니어링,"POINT ENGINEERING Co.,Ltd.",포인트엔지니어링,00580180,176560,안범모,E,1201110170978,1378120438,충청남도 아산시 둔포면 아산밸리로 89,www.pointeng.co.kr,041-546-5131,041-546-5331,259,19980521
689,00473400,(주)한컴지엠디,Hancom GMD Inc.,한컴지엠디,00473400,077280,김현수,E,1101111372236,2298125921,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워,www.dawintech.com,031-622-6111,031-622-6112,582,19970130
690,00100717,아이이(주),IE Limited,아이이,00100717,023430,최성원,E,1101110370439,2148104910,서울특별시 강남구 영동대로85길 20-7 (대치동)우협빌딩 5층 553호,www.ieholdings.com/,02-556-7115,556-7118,467,19840320
691,00503899,(주)사조해표,SAJOHAEPYO Corporation,사조해표,00503899,079660,김상훈,E,1101113076779,1058670770,"서울특별시 서초구 남부순환로 2159 (방배동,3층)",www.sajohp.com,02-2007-3112,02-2007-3277,107,20040901
692,00133317,(주)에스티씨 라이프,"STC LIFE Co.,Ltd.",에스티씨라이프,00133317,026220,이계호,E,1301110028852,1348100898,충청남도 천안시 서북구 성거읍 모전1길 139-11 (정촌리),www.stclife.com,02-511-2844,02-511-6419,47813,19880328
693,01201581,한화수성기업인수목적(주),"Hanwha Susung Special Purpose Acquisition CO,.LTD",한화수성기업인수목적,01201581,265920,홍진우,E,1101116331625,5988600781,서울특별시 영등포구 여의대로 56 한화투자증권빌딩 10층,,02-3772-7318,,66199,20170228
694,00200956,현대정보기술(주),"Hyundai Information Technology Co.,Ltd",현대정보기술,00200956,026180,김경엽,E,1101110628078,1018135607,서울특별시 금천구 가산디지털2로 179 롯데센터,www.hit.co.kr,02-2626-6000,02  -2129-4598,62021,19890515
695,01111570,에스케이제3호기업인수목적(주),"SK NO.3 SPECIAL PURPOSE ACQUISITION CO., LTD.",에스케이제3호기업인수목적,01111570,232330,이지영,E,1101115874072,1138800264,"서울특별시 영등포구 국제금융로8길 31 여의도동, 에스케이증권빌딩",,02-3773-8373,0237738301,661,20151028
696,01113781,(주)영현무역,"YOUNG HYUN TRADING Co.,Ltd.",영현무역,01113781,242850,이관묵,E,1101111869043,1138158544,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호,www.younghyun.co.kr,02-851-1827,02-851-1828,461,20000201
697,01212383,(주)엔케이맥스,"NKMAX Co.,Ltd.",엔케이맥스,01212383,262760,조용환,E,1311110434149,1418146932,"경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교",www.nkmax.com,031-603-9219,031-603-0040,21210,20160106
698,01194759,대신밸런스제4호기업인수목적(주),"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",대신밸런스제4호기업인수목적,01194759,262830,임병완,E,1101116277176,1358800551,서울특별시 중구 삼일대로 343,,02-769-3635,,66199,20170102
699,00872850,비지스틸(주),"PMS CO.,LTD.",비지스틸,00872850,179440,이창형,E,1717110069201,5068157830,경상북도 포항시 남구 철강로 362 철강관리공단 4층,www.bgsteel.co.kr,054-762-9891,07075001188,24199,20060425
700,00527880,(주)썬테크놀로지스,"Sun Technologies Co., LTD",썬테크놀로지스,00527880,122800,주승환,E,1348110067844,1248194346,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층,www.suntechinc.net,02-2055-4051,031-354-0028,24311,20020206
701,00117638,동양텔레콤(주),"DONGYANG TELECOM CO., LTD",동양텔레콤,00117638,007150,강만준,E,1101110109763,1098102376,경기도 용인시 기흥구 구성로 262-14 (청덕동),www.dyt.co.kr,031-288-3406,031-288-3490,26,19691030
702,99999999,금감원(테스트),Financial Supervisory Service,금감원(테스트),99999999,999980,강정호,E,1101111273111,1168159668,"서울특별시 영등포구 여의대로 38 (여의도동, 금융감독원)",,2001-5732,02-784-4505,66121,19960517
703,01063963,(주)유쎌,YOUCEL Inc,유쎌,01063963,252370,차재영,E,2149110029209,4038151139,전라북도 익산시 함열읍 익산대로78길 265,www.youcel.co.kr,063-834-6877,063-834-6878,20423,20080818
704,00656340,소프트캠프(주),"SOFTCAMP CO., LTD",소프트캠프,00656340,210610,배환국,E,1101111735880,1088117861,경기도 과천시 삼부골로 26 2층,www.softcamp.co.kr,031-697-4500,02-3420-4395,58222,19990715
705,01194892,(주)알로이스,ALOYS Inc.,알로이스,01194892,271400,권충식,E,1311110423663,3988100172,경기도 성남시 중원구 양현로405번길 4-5 3층,www.aloys.co.kr,07086805501,031-709-0262,26421,20150921
706,00222806,(주)에임하이글로벌,Aimhigh Global Corp.,에임하이글로벌,00222806,043580,왕설,E,1201110007618,1378101654,"서울특별시 강남구 논현로 626 (논현동, 엠빌딩)",www.ahg.kr,02-316-2200,02-316-2246,262,19790321
707,01234525,한국제5호기업인수목적(주),"Korea No.5 Special Purpose Acquisition Company Co., LTD.",한국제5호기업인수목적,01234525,271740,김정현,E,1101116395902,2298700602,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층",,02-3276-5766,02-3276-5833,66199,20170510
708,00389679,(주)해피드림,"HappyDream Co., Ltd.",해피드림,00389679,065180,"전태일,정완진",E,1301110036318,1248141378,충청남도 당진시 북문로 15 120동 136호(읍내동),www.thehappydream.co.kr,02-2057-5588,02-2057-1881,49301,19951127
709,00526465,동북아13호선박투자회사,DONGBUKA NO.13 SHIP INVESTMENT CO.,동북아13호선박투자회사,00526465,083380,고성준,E,1801110514257,6068191079,부산광역시 사상구 사상로 461 (모라동),-,02-590-1400,02-590-1414,761,20050323
710,00324104,디케이씨(주),"DKC Co., Ltd.",디케이씨,00324104,047440,정준기,E,1351110039820,1238134118,경상북도 칠곡군  왜관읍 공단로5길 18-24,www.raygen.co.kr,0316501484,0316501484,26211,19940426
711,00410678,(주)다린,"DARIN CO.,LTD.",다린,00410678,204690,박계홍,E,1943110004967,6088126953,경상남도 창원시 마산회원구 자유무역3길 111   양덕동 (주)다린,www.darin.co.kr,055-294-8801,055-252-8840,22232,19961205
712,00291152,(주)디비엘,"DBL Co., Ltd.",디비엘,00291152,041500,주재훈,E,1101110935283,3038114080,인천광역시 계양구 봉오대로651번길 26 (작전동),www.dbl.kr,032-513-4470,032-516-2201,21300,19930415
713,00930321,하이골드오션8호국제선박투자회사,HI GOLD OCEAN KMARIN NO.8 SHIP INVESTMENT COMPANY,하이골드오션8호국제선박투자회사,00930321,159650,오운용,E,2201110087065,6168194277,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),www.kmarin.co.kr,02-2090-4600,02-319-8188,761,20111031
714,00307037,(주)더스텔라,"De Stellar Co.,LTD",더스텔라,00307037,065310,박상배,E,1101110704896,1178102566,서울특별시 강남구 논현로105길 48 나실빌딩 5층,www.minimumcollection.co.kr,02-3460-9536,0234817809,15129,19900615
715,00695464,차이나그레이트스타인터내셔널리미티드,CHINA GREAT STAR INTERNATIONAL LIMITED,차이나그레이트스타인터내셔널리미티드,00695464,900040,우여우즈 (Wu youzhi),E,,211566,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",www.chinagreatstar.com,86-595-8673-2222,86-595-28220222,64992,20080530
716,01245062,코오롱티슈진(주),"Kolon TissueGene, Inc.",코오롱티슈진,01245062,950160,"노문종, 한성수",K,,20174063267,"Rockville, MD, USA 9713 Key West Ave Suite 300",tissuegene.com,1-301-921-6000,,21102,19990609
717,00123152,(주)보루네오가구,"BORNEO INTERNATIONAL FURNITURE CO.,LTD",보루네오가구,00123152,004740,김삼기,E,1201110004599,1398100705,인천광역시 남동구 논고개로 101 아름다운타워,www.bif.co.kr,032-420-8500,032-420-8591,32029,19660903
718,01086812,(주)케미메디,KEMIMEDI Co.Ltd,케미메디,01086812,205290,최건섭,E,2149110029051,4038150862,경상북도 안동시 풍산읍 산업단지길 88 (재)경북바이오벤처프라자 3층 302호,www.wellcan.co.kr,02-3443-9252,02-3444-9252,701,20080702
719,00961136,(주)씨티네트웍스,"ctnetworks Co., Ltd.",씨티네트웍스,00961136,189540,이재성,E,1344110033588,1268600010,충청남도 논산시  연무읍 신화길 12,ctnetworks.co.kr,041-742-0609,041-742-0611,26410,20070109
720,00893923,(주)이푸른,"Egreen Co., LTD.",이푸른,00893923,185280,박종문,E,1344110043199,1268626951,경기도 이천시  부발읍 황무로 1893,www.e-greenglobal.com,031-638-6380,031-783-6734,46203,20091228
721,00938688,SBI핀테크솔루션즈(주),"SBI FinTech Solutions Co., Ltd.",SBI핀테크솔루션즈,00938688,950110,카네코 유이치,K,,35194,"일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩",https://www.sbi-finsol.co.jp/kr/,81-3-3498-5011,02-2038-2796,58222,20110404
722,00530796,(주)미성포리테크,"MISUNGPOLYTECHCO.,LTD.",미성포리테크,00530796,094700,김종달,E,1211110071969,1308164298,경기도 부천시 원미구 부천로 238 (주)미성포리테크,www.mspt.co.kr,032-680-2900,032-680-2910,2629,19971227
723,00343127,(주)자유투어,"Freedom Travel Co., Ltd.",자유투어,00343127,046840,김희철,E,1101111099153,2138197186,"서울특별시 중구 남대문로 117 동아빌딩 (다동) 13,14층",www.jautour.com,02-3455-8888,02-3783-3768,75210,19941107
724,00671437,(주)파인넥스,"PineNex Co., Ltd",파인넥스,00671437,123260,김용석,E,1101112015273,2148663520,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,www.sapphiretek.com,031-297-3551,031-297-3550,2612,20000703
725,00102681,고려개발(주),KOREA DEVELOPMENT CORPORATION,고려개발,00102681,004200,곽수윤,E,1101110052037,1068144682,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",www.kdc.co.kr,031-420-9000,031-420-9051,41221,19650331
726,01243550,아이비케이에스제7호기업인수목적주식회사,IBKS No.7 Special Purpose Acquisition Company,아이비케이에스제7호기업인수목적,01243550,276920,문대우,E,1101116466711,2028600779,"서울특별시 영등포구 국제금융로6길 11, 9층(여의도동)",없음,02-6915-5333,,6619,20170720
727,01394377,주식회사 이지스밸류플러스위탁관리부동산투자회사,"IGIS Value Plus REIT Co., Ltd.",이지스밸류플러스리츠,01394377,334890,도병운,Y,1101117173224,5368801452,"서울특별시 영등포구 여의공원로 115, 14층",www.igisvaluereit.com,02-6959-3100,,681,20190716
728,01055317,(주)비엔디생활건강,"B&amp;D Life Health CO.,LTD",비엔디생활건강,01055317,215050,이다니엘,N,1101114768440,2158763345,충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강,www.e-seje.com,02-552-8481,025528482,20421,20120105
729,00814810,엠에프엠코리아(주),"MFM KOREA Co., Ltd.",엠에프엠코리아,00814810,251960,"안피터도성, 조장호(각자 대표이사)",E,1101112641185,1208644010,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩)",www.mfmkorea.com,02-531-5780,02-558-7827,143,20021029
730,01186811,(주)티에스트릴리온,"TS Trillion Co., Ltd.",티에스트릴리온,01186811,284610,장기영,E,1101113737371,1078694647,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가, 티에스빌딩)",www.talmo.com,02-785-8296,02-785-8297,20423,20070817
731,01066030,(주)드림티엔터테인먼트,"Dream T Entertainment Co., Ltd.",드림티엔터테인먼트,01066030,220110,유연학,E,1101114146745,2208784793,"서울특별시 송파구 법원로 114 B동 511호(문정동,엠스테이트)",www.dreamteaent.co.kr,02-3452-2525,02-512-3621,73901,20090728
732,00539274,대상홀딩스(주),"DAESANG HOLDINGS CO., LTD",대상홀딩스,00539274,084690,"임창욱, 최성수 각자대표이사",Y,1101113280099,2068601066,서울특별시 중구 세종대로9길 41 올리브타워 2층,-,02-2211-6500,02-2214-6511,64992,20050801
733,01187458,(주)에스알바이오텍,SR biotek Inc.,에스알바이오텍,01187458,270210,이소형,N,1311110188085,1298609534,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호,srbiotek.com/,031-726-3134,031-733-2145,20423,20070514
734,00526447,동북아12호선박투자회사,DONGBUKA NO.12 SHIP INVESTMENT CO.,동북아12호선박투자회사,00526447,083370,고성준,E,1801110514249,6068191045,부산광역시 사상구 사상로 461 (모라동),-,02-590-1400,02-590-1414,761,20050323
735,00435297,맥쿼리한국인프라투융자회사,Macquarie Korea Infrastructure Fund,맥쿼리인프라,00435297,088980,맥쿼리자산운용(주),Y,1101112672586,1048177509,"서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)",www.macquarie.com/kr/kr/mkif/index.html,02-3705-8565,02-3770-4444,64201,20021212
736,00598587,(주)인터파크,Interpark Corporation,인터파크,00598587,108790,"강동화, 김양선(각자 대표이사)",E,1101113573668,2148798889,서울특별시 강남구 삼성로 512서울특별시 강남구 삼성로 512 삼성동빌딩,www.interpark.com,02-3484-3993,02-6004-6799,4791,20061201
737,00796994,조선선재(주),"CHOSUN WELDING POHANG Co., Ltd",조선선재,00796994,120030,임규섭,Y,1717111186312,5068170186,경상북도 포항시 남구 괴동로 43 (장흥동),www.chosunwelding.com,054-289-8200,02-553-6117,2599,20100101
738,01243772,신한제4호기업인수목적(주),"Shinhan 4th Special Purpose Acquisition CO.,LTD",신한제4호기업인수목적,01243772,277480,이원배,E,1101116471413,3748100972,서울특별시 영등포구 여의대로 70 신한금융투자타워,,02-3772-4075,02-780-4186,66199,20170726
739,00191472,KPX케미칼(주),"KPX CHEMICAL CO., LTD.",KPX케미칼,00191472,025000,"양준영, 김문영, 최재호(각자대표이사)",Y,1101110166903,1108133923,서울특별시 마포구  마포대로 137  KPX빌딩,www.kpxchemical.com,02-2014-4000,"02)363-5600,362-0034",20119,19740701
740,01325979,(주)세아제강,SeAH Steel Corporation,세아제강,01325979,306200,"이휘령, 김석일",Y,1101116860640,5688601173,서울특별시 마포구 양화로 45,www.seahsteel.co.kr,02-6970-1000,02-6970-1198,2413,20180903
741,01138993,주식회사 원바이오젠,"Wonbiogen Co., Ltd.",원바이오젠,01138993,278380,김원일,E,1760110047149,5138141995,경상북도 구미시 1공단로5길 56(공단동),www.wonbiogen.co.kr,054-462-7965,054-471-7963,21300,20060901
742,01119387,이에스산업(주),"ES INDUSTRY CO.,LTD",이에스산업,01119387,241510,쟝지엔핑,E,1648110062541,3128632622,충청남도 천안시 서북구 성거읍 모전1길 354-43이에스산업(주),www.es-is.co.kr,041-424-8200,0414151002,29194,20111101
743,01107665,차이나크리스탈신소재홀딩스,"China Crystal New Material Holdings Co.,  Ltd.",크리스탈신소재,01107665,900250,다이중치우 (DAI ZHONG QIU),K,,BS-266537,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands",www.crystalnewmaterial.com,86-510-68171266,,64992,20120223
744,00351418,코리아오토글라스(주),KOREA AUTOGLASS CORPORATION,코리아오토글라스,00351418,152330,우종철,E,1647110007507,3078115780,세종특별자치시  전의면 산단길 134,kac.kccworld.co.kr,044-860-5000,02-3480-5437,2311,20000830
745,00843830,(주)카이노스메드,"KAINOS MEDICINE, INC.",카이노스메드,00843830,220250,"이기섭, 유성은(각자 대표이사)",E,1101113698656,2208750731,경기도 성남시 분당구 대왕판교로712번길 16한국파스퇴르연구소 4층,www.kainosmedicine.com,02-567-7419,02-552-1470,70113,20070615
746,00647935,하나유비에스암바토비니켈해외자원개발2호,HANA UBS AMBATOVY NICKEL OVERSEAS 2,하나유비에스암바토비니켈해외자원개발2호,00647935,099350,하나UBS자산운용(주),E,1101113757915,1078700961,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",,02-3771-9834,02-3771-9900,64201,20070919
747,00647883,하나유비에스암바토비니켈해외자원개발1호,HANA UBS AMBATOVY NICKEL OVERSEAS 1,하나유비에스암바토비니켈해외자원개발1호,00647883,099340,하나UBS자산운용(주),E,1101113758070,1078700957,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",-,02-3771-9870,02-3771-9900,64201,20070919
748,00159412,한국제지(주),"HANKUK PAPER MFG CO.,LTD",한국제지,00159412,002300,안재호,E,1101110002818,2148103513,서울특별시 강남구  테헤란로 504 해성빌딩 19층,www.hankukpaper.com,02-3475-7200,02-3473-2133,1712,19580225
749,01277928,한국제7호기업인수목적 주식회사,"Korea No.7 Special Purpose Acquisition Co., LTD.",한국제7호기업인수목적,01277928,291210,유세현,E,1101116654473,4868100936,서울특별시 영등포구 의사당대로 88,,02-3276-6681,051-816-7016,66199,20180207
750,01041828,주식회사 제이티씨,JTC Inc.,JTC,01041828,950170,구철모,K,,3200-01-006914,"6F Hakata Prestige Bldg., 2-17-1, Hakata-ekimae, Hakata-Ku,Fukuoka 8120011, Japan",www.groupjtc.com/korean/,02-785-9101,02-2039-9012,471,19940317
751,01416235,미투젠유한회사,ME2ZEN Limited,미투젠,01416235,950190,린즈웨이/라우호밍,K,,48063,"Flat A,31/F, Montery Plaza, 15 Chong Yip Street, Kowloon, Hongkong",www.me2zen.com,02-6004-3329,,58212,20160906
752,00100258,(주)에스마크,"SMARK CO.,LTD",에스마크,00100258,030270,신희주,E,1511110001366,3038103040,충청북도 충주시  가주농공2길 21,www.s-mark.co.kr,02  -757 -9171,02-757-9179,13101,19860528
753,00255141,(주)글로앤웰,"Glonwell Co., Ltd.",글로앤웰,00255141,035480,신용섭,E,1101111535272,2208151330,서울특별시 구로구 디지털로29길 38,www.glonwell.com,02-6925-2168,02-2135-7886,46595,19980415
754,01247918,한화에이스기업인수목적4호(주),"Hanwha Ace Special Purpose Acquisition 4th CO., Ltd.",한화에이스기업인수목적4호,01247918,279410,박재석,E,1101116504561,4558700763,서울특별시 영등포구 여의대로 56 한화투자증권 10층,hanwha-ace-spac4.co.kr,02-3772-7762,,661,20170901
755,01257526,한국제6호기업인수목적 주식회사,"Korea No.6 Special Purpose Acquisition Co., LTD.",한국제6호기업인수목적,01257526,281410,김동학,E,1101116523818,5338600902,서울특별시 영등포구 의사당대로 88,,02-3276-5918,,66199,20170921
756,00159698,한국지역난방공사,KOREA DISTRICT HEATING CORPORATION,지역난방공사,00159698,071320,황창화,Y,1112710005962,1298202760,경기도 성남시 분당구 분당로 368,www.kdhc.co.kr,031-780-4114,031)701-0236,35300,19851101
757,01160512,헝셩그룹유한회사,HENG SHENG HOLDING GROUP COMPANY LIMITED,헝셩그룹,01160512,900270,후이만킷,K,0000000000000,530657,"ROOM 6, 3F., Lladro Centre, 72-80 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong",www.hsfamilyent.com,86-595-85225128,8659585225118,64992,19951114
758,00757816,(주)모다,Moda Inc.,모다,00757816,149940,"김선규, 고동균",E,1101110819932,2148135029,서울특별시 양천구 목동중앙북로 112 5층,www.modainc.co.kr,02-523-7677,02-523-7678,26429,19911202
759,00599887,(주)신텍,"SEEN TEC Co., Ltd",신텍,00599887,099660,윤지환,E,1942110046004,6098146175,"경상남도 창원시 성산구 상남로 71 (상남동, 창원코아상가) 511호",www.hansolseentec.com,055-261-3111,055-261-4111,25130,20010216
760,00601641,(주)리드,LEED Corporation,리드,00601641,197210,강기훈,E,1311110047463,1298133397,경기도 화성시 노작로 147 돌모루프라자 6층 B114호,www.leed1.com,031-8017-3201,031-701-8774,29272,20000323
761,00261735,(주)위노바,"WINNOVA CO., Ltd.",위노바,00261735,039790,고연우,E,1341110046313,1348132798,경기도 평택시  청북면 청북산단로 178   (율북리 1026),www.winnova.co.kr,031-8094-4550,031-8094-4549,204,19950518
762,00154392,(주)에스트라,AESTURA Corporation,에스트라,00154392,016570,임운섭,E,1101110339443,1068138502,서울특별시 용산구 한강대로 100 (한강로2가),www.aestura.com,02-749-3900,02-749-3039,10797,19821216
763,00122339,(주)이매진아시아,"IMAGINE ASIA Co.,Ltd.",이매진아시아,00122339,036260,"김동구, 김종탁(각자 대표이사)",E,1311110004603,1298104567,서울특별시 강남구 도산대로30길 21 2층,www.wellmadestarment.com,02-3443-1960,02-3443-1961,591,19760702
764,01510489,프레스티지바이오파마,Prestige BioPharma Limited,프레스티지바이오파마,01510489,950210,박소연,Y,,49190,"2 Science Park Drive, #04-13/14, Ascent, Singapore 118222",www.prestigebiopharma.com,070-4124-6152,0432331552,70113,20150713
765,00628189,(주)웅진씽크빅,"WOONGJIN THINKBIG CO., LTD.",웅진씽크빅,00628189,095720,이재진,Y,2849110065613,1418109131,경기도 파주시  회동길 20,www.wjthinkbig.com,031-956-7000,031-949-0463,85120,20070509
766,01511558,주식회사 네오이뮨텍,"NeoImmuneTech, Inc.",네오이뮨텍,01511558,950220,양세환,K,,47452,"2400 Research Boulevard, Suite 250, Rockville, MD 20850",neoimmunetech.co.kr,+1-240-801-9068,0317398303,70130,20140129
767,00159290,주식회사 한국아트라스비엑스,"HANKOOK ATLASBX CO.,LTD.",한국아트라스비엑스,00159290,023890,최석모,E,1601110003486,3068102598,대전광역시 대덕구  대전로1331번길 185 아트라스비엑스,www.atlasbx.co.kr,042-620-4262,0426239380,28202,19440218
768,00116356,(주)동성화학,"DONGSUNG CHEMICAL CO.,LTD",동성화학,00116356,005190,이경석,E,1801110007690,6038107586,부산광역시 사하구  신산로 99,www.dschem.co.kr,051-200-4500,051-202-9515,201,19670916
769,00764807,(주)골프존데카,GolfzonDeca Inc.,골프존데카,00764807,183410,정주명,N,1101112911992,2148745311,"경기도 성남시 분당구 판교로 253C동 303호 (삼평동, 판교이노밸리)",www.golfbuddy.kr,1644-8481,031-629-7393,27211,20031210
770,01337114,주식회사 구스앤홈,"GOOSE &amp; HOME Co., Ltd",구스앤홈,01337114,329050,이재일,E,1101114871706,2158768791,"서울특별시 송파구 송파대로 55, 에이동 607호(장지동, 서울복합물류)",gooseandhome.com,02-2157-0123,02-2157-0199,13221,20120518
771,00646732,(주)진양홀딩스,CHINYANG HOLDINGS CORPORATION,진양홀딩스,00646732,100250,"양준영,임규호(각자대표)",Y,1801110618091,6058186253,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,cyholdings.kr,051-809-8813,0553822592,222,20080107
772,00115065,(주)동남합성,"DONGNAMCHEMICALCO.,LTE.",동남합성,00115065,023450,"김정돈, 박미령 (각자대표)",Y,1101110057012,1228117945,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,www.dongnamchem.com,041-840-3100,041-858-7001,201,19651001
773,00458234,아시아나아이디티(주),"Asiana IDT, Inc.",아시아나IDT,00458234,267850,서근식,Y,1101110801848,1048122547,"서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층) (공평동, 센트로폴리스)",www.asianaidt.com,02-6303-3040,02-6303-3272,62021,19910902
774,00164706,현대약품(주),"HYUNDAI PHARMACEUTICAL CO., LTD",현대약품,00164706,004310,이상준,Y,1243110000250,1308100988,충청남도 천안시 동남구  풍세면 잔다리길 55,www.hyundaipharm.co.kr,041-570-5114,02-6919-1739,21210,19650716
775,00625942,아이원스(주),"IONES Co., Ltd.",아이원스,00625942,114810,박인래,K,1348110109828,1248633892,경기도 안성시 고삼면 안성대로 2061 (가유리 777-1),www.iones.co.kr,031-238-7785,031-239-2577,2927,20050701
776,00124276,(주)부-스타,"BOOSTER CO., LTD.",부스타,00124276,008470,유승협,K,1243110002628,1308102064,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러,www.booster.co.kr,043-536-9107,02-3661-0549,25130,19730126
777,01009789,코스맥스(주),"COSMAX, INC.",코스맥스,01009789,192820,"이병만, 심상배",Y,1348110294273,1438119635,"경기도 화성시  향남읍 제약공단1길 27, 2길 46",www.cosmax.com,031-359-0300,031-789-3088,20423,19921112
778,00656951,(주)현대이지웰,"HYUNDAI EZWEL CO., LTD.",현대이지웰,00656951,090850,장영순,K,1101112693235,1018190575,서울특별시 구로구 구로동 187-10 코오롱사이언스밸리 1차 1401호,www.hyundaiezwel.com,02-3282-7900,0505-344-7900,58222,20030114
779,00102113,(주)경인양행,KYUNG-IN SYNTHETIC CORPORATION,경인양행,00102113,012610,"김흥준,조성용 (각자대표이사)",Y,1201110005703,1378100562,인천광역시 서구  건지로 199 (석남동) 223-52,www.kyungin.co.kr,032-571-7498,02-3660-7849,20132,19771014
780,00133618,세기상사(주),"THE CENTURY CO.,LTD",세기상사,00133618,002420,조영준,Y,1101110015853,2018148800,서울특별시 중구 퇴계로 212,daehancinema.com,02-3393-3500,02-2273-3040,59141,19580821
781,00168331,(주)국동,KUKDONG CORPORATION,국동,00168331,005320,오창규,Y,1101110084767,2188106865,"서울특별시 동대문구 천호대로 405 5,8층(장안동, 동보빌딩)",www.kd.co.kr,02-3407-7710,02-2243-7779,46413,19671208
